id,image,points
761,train/images/761.png,train/points/761.npy
762,train/images/762.png,train/points/762.npy
763,train/images/763.png,train/points/763.npy
764,train/images/764.png,train/points/764.npy
765,train/images/765.png,train/points/765.npy
766,train/images/766.png,train/points/766.npy
767,train/images/767.png,train/points/767.npy
768,train/images/768.png,train/points/768.npy
769,train/images/769.png,train/points/769.npy
77,train/images/77.png,train/points/77.npy
770,train/images/770.png,train/points/770.npy
771,train/images/771.png,train/points/771.npy
772,train/images/772.png,train/points/772.npy
773,train/images/773.png,train/points/773.npy
774,train/images/774.png,train/points/774.npy
775,train/images/775.png,train/points/775.npy
776,train/images/776.png,train/points/776.npy
777,train/images/777.png,train/points/777.npy
778,train/images/778.png,train/points/778.npy
779,train/images/779.png,train/points/779.npy
78,train/images/78.png,train/points/78.npy
780,train/images/780.png,train/points/780.npy
781,train/images/781.png,train/points/781.npy
782,train/images/782.png,train/points/782.npy
783,train/images/783.png,train/points/783.npy
784,train/images/784.png,train/points/784.npy
785,train/images/785.png,train/points/785.npy
786,train/images/786.png,train/points/786.npy
787,train/images/787.png,train/points/787.npy
788,train/images/788.png,train/points/788.npy
789,train/images/789.png,train/points/789.npy
79,train/images/79.png,train/points/79.npy
790,train/images/790.png,train/points/790.npy
791,train/images/791.png,train/points/791.npy
792,train/images/792.png,train/points/792.npy
793,train/images/793.png,train/points/793.npy
794,train/images/794.png,train/points/794.npy
795,train/images/795.png,train/points/795.npy
796,train/images/796.png,train/points/796.npy
797,train/images/797.png,train/points/797.npy
798,train/images/798.png,train/points/798.npy
799,train/images/799.png,train/points/799.npy
8,train/images/8.png,train/points/8.npy
80,train/images/80.png,train/points/80.npy
800,train/images/800.png,train/points/800.npy
801,train/images/801.png,train/points/801.npy
802,train/images/802.png,train/points/802.npy
81,train/images/81.png,train/points/81.npy
82,train/images/82.png,train/points/82.npy
83,train/images/83.png,train/points/83.npy
84,train/images/84.png,train/points/84.npy
85,train/images/85.png,train/points/85.npy
86,train/images/86.png,train/points/86.npy
87,train/images/87.png,train/points/87.npy
88,train/images/88.png,train/points/88.npy
89,train/images/89.png,train/points/89.npy
9,train/images/9.png,train/points/9.npy
90,train/images/90.png,train/points/90.npy
91,train/images/91.png,train/points/91.npy
92,train/images/92.png,train/points/92.npy
93,train/images/93.png,train/points/93.npy
94,train/images/94.png,train/points/94.npy
95,train/images/95.png,train/points/95.npy
96,train/images/96.png,train/points/96.npy
97,train/images/97.png,train/points/97.npy
98,train/images/98.png,train/points/98.npy
99,train/images/99.png,train/points/99.npy
